question,answer_A,answer_B,answer_C,answer_D,answer_E,correct_answers,subject_name
"Parmi les propositions suivantes concernant le virus de l'hépatite B, quelle(s) est (sont) la (les) réponse(s) exacte(s) ?",Il peut être responsable d'infections nosocomiales,Il peut être impliqué dans les hépatites chroniques,Cest un virus à ARN,Il peut être responsable d'hépatites fulminantes,Le vaccin utilisé en France contre ce virus est un vaccin vivant atténué,"A, B, D",pharmacie
Indiquer la (les) réponse(s) exacte(s). Les molécules d'histocompatibilité de la classe II :,"Sont codées par les gènes présents au niveau des loci HLA-A, -B et -C",Sont exprimées sur les lymphocytes B et les monocytes macrophages,Sont formées d'une chaîne alpha associé à la beta-2 microglobuline,Ont pour ligand la molécule CD4,Interviennent dans la présentation de l'antigène,"B, D, E",pharmacie
Indiquer l'(les) association(s) médicamenteuse(s) déconseillée(s) avec la phénytoïne :,Estroprogestatifs,Griséofuline,Sulfaméthoxazole associé au triméthoprime,Cimétidine,Ampicilline,"A, C, D",pharmacie
Citer la (les) proposition(s) exacte(s) ; l'hémophilie est une maladie hémorragique :,Dont les signes cliniques apparaissent dès la naissance,Qui est liée à une diminution du facteur X de la coagulation,A transmission liée au sexe,Qui peut se compliquer de l'apparition d'anticoagulant circulant après l'administration de thérapeutique substitutive,Pour laquelle on peut effectuer un diagnostic prénatal,"C, D, E",pharmacie
"Quelle(s) est (sont) parmi les propositions suivantes, la (les) anomalie(s) biologique(s) fréquemment trouvée(s) dans la maladie de Vaquez ?",Hyperleucocytose,Hypervitaminèmie B12 sérique,SaO2 <92%,Effondrement de la phosphatase alcaline leucocytaire,Thrombocytose modérée,"A, B, E",pharmacie
Quelle(s) est (sont) la (les) proposition(s) exacte(s) concernant une protéine de Bence-Jones ?,C'est une protéine urinaire thermosoluble,Elle permet d'exclure un myélome multiple des os,C'est une chaîne légère d'immunoglobuline,C'est une protéine dont le taux est augmenté au cours des états inflammatoires,Elle peut être révélée par immuno-électrophorèse,"A, C, E",pharmacie
"Parmi les formes solides orales suivantes, indiquer celle(s) qui libère(nt) le principe actif de façon continue :",Matrice hydrophile,Comprimé à enrobage par film insoluble,Comprimés à double noyau,Comprimés à base de résines échangeuses d'ions,Matrice lipophile,"A, B, D, E",pharmacie
"Parmi les propositions suivantes concernant Listeria monocytogenes, laquelle (lesquelles) est (sont) exacte(s) ?",C'est un bacille à Gram positif,C'est une bactérie flagellée,C'est un agent de méningites,Elle n'est jamais pathogène pour l'adulte,Elle est naturellement résistante aux aminosides,"A, B, C",pharmacie
"L'administration thérapeutique de British Anti Lewisite (BAL) ou 2,3-dimercaptopropanol (DIMERCAPROL®) est préconisée dans le cas d'intoxication par les sels de :",Arsenic,Aluminium,Mercure,Fer,Cuivre,"A, C",pharmacie
"Parmi les champignons suivants, quels sont ceux qui font partie des dermatophytes ?",Epidermophyton floccosum,Aspergillus fumigatum,Microsporum canis,Trichophyton mentagrophytes,Candida albicans,"A, C, D",pharmacie
"Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s) ? Le virus de l'Hépatite A :",Est un virus à ADN,Appartient à la famille des Picornaviridae,Peut provoquer une cirrhose,Est transmis par voie féco-orale,Provoque une infection qui peut être prévenue par une vaccination,"B, D, E",pharmacie
"Parmi les propositions suivantes concernant l'aspirine, laquelle (lesquelles) est (sont) exacte(s) ?",La prolongation du temps de saignement par la prise d'aspirine ne s'exerce que pendant 6 heures,L'action anti-agrégante sur les plaquettes est liée à une inhibition de la glycoprotéine II b-III a,L'aspirine a prouvé son efficacité dans la prévention des rechutes d'infarctus du myocarde,L'aspirine potentialise l'action anticoagulante des antivitamines K,La dose habituelle anti-agrégante plaquettaire de l'aspirine est inférieure à 500 mg/24 heures,"C, D, E",pharmacie
Dans laquelle (lesquelles) des maladies suivantes peut-on observer une anémie ?,Candidose,Paludisme,Fasciolose,Anguillulose,Toxoplasmose,"B, D",pharmacie
Donner la (les) propositions(s) exacte(s). Le syndrome de cholestase se caractérise par :,Une augmentation de la concentration sérique de bilirubine conjuguée,Une augmentation de l'activité sérique de la phosphatase alcaline,Une augmentation de l'activité sérique de l'aspartate aminotransférase,Des selles décolorées,Une diminution de l'urobilinogène fécal,"A, B, D, E",pharmacie
Le régime général de la Sécurité Sociale est divisé en plusieurs branches d'activités distinctes. Indiquer les réponses exactes parmi les propositions suivantes :,Branche «chomage »,Branche «allocations familiales »,Branche « retraites complémentaires »,Branche « vieillesse »,Branche « maladie,"B, D, E",pharmacie
"Parmi les propositions suivantes, indiquer la (les) propositions exacte(s). La pharmacocinétique d'un médicament administré à plusieurs doses est linéaire :",Lorsque les surfaces sous la courbe sont constantes,Lorsque les demi-vies d'élimination augmentent,Lorsque les volumes de distribution sont constants,Lorsque les cinétiques sont d'ordre 1,Si le médicament n'est pas métabolisé,"C, D",pharmacie
"Parmi les propositions suivantes, indiquer la (les) propositions exacte(s). Le phénomène d'induction enzymatique :",Nécessite un temps d'exposition à l'agent inducteur,Est un mécanisme saturable,Est irréversible à l'arrêt de l'exposition à l'agent inducteur,Se traduit par une diminution de la demi-vie plasmatique,Diminue les réactions de biotransformation hépatique,"A, B, D",pharmacie
"Dans les affirmations suivantes, cocher la ou les réponse(s) exacte(s). Les signes cliniques et biologiques d'une téniase à Taenia saginata sont caractérisés par :",Une hépatomégalie,Des nausées et des crampes épigastriques,Une hyperéosinophilie modérée lors de la phase de maturation du ver,Une perturbation de l'appétit,Une anémie,"B, C, D",pharmacie
Parmi les propositions suivantes concernant la technique PCR (Polymerase Chain Reaction) laquelle (lesquelles) est (sont) exacte(s) ? Cette technique:,Utilise deux amorces oligonucléotidiques,Utilise une ADN polymérase ADN dépendante,Utilise une ARN polymérase ADN dépendante,Utilise des désoxyribonucléotides triphosphates,Permet la synthèse d'ARNm,"A, B, D",pharmacie
"Parmi les propositions concernant les propriétés physico-chimiques de l'EDTA, indiquer la (les) proposition(s) exacte(s). L'EDTA est:",Un agent complexant,Un agent chélatant,Un ligand polydentate,Un acide,Un macrocycle,"A, B, C, D",pharmacie
"Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s) ? La distribution tissulaire des médicaments",Est limitée par une mauvaise résorption digestive,N'est pas influencée par l'irrigation des organes,Détermine le volume apparent de distribution,Est influencée par la liaison du médicament aux protéines plasmatiques,Dépend des propriétés physico-chimiques du médicament,"A, C, D, E",pharmacie
"Parmi les constatations suivantes, quelle(s) est (sont) celle(s) qui est (sont) observée(s) lors d'un syndrome de Cushing?",Une obésité facio-tronculaire,Une prise de poids,Une hypoglycémie,Une hypotension orthostatique,Une cortisolurie diminuée,"A, B",pharmacie
Un couple a deux filles de groupe sanguin A un garçon de groupe B et une fille de groupe AB. Indiquer la ou les proposition(s) possible(s) concernant les génotypes possibles des parents.,AB et AB,AO et BO,AO et AB,AB et BO,OO et AB,"A, B, C, D",pharmacie
"Parmi les propositions suivantes, la ou lesquelles est (sont) exacte(s} dans le cas d'une leucémie lymphoïde chronique (LLC) ?",Atteint surtout les jeunes enfants,Les lymphocytes sanguins présentent un noyau nucléolé,Peut se compliquer d'une anémie hémolytique.,Le chlorambucil (CHLORAMINOPHENE) est un traitement souvent prescrit,S'accompagne souvent d'une diminution des gammaglobulines sériques,"C, D, E",pharmacie
"Parmi les propositions suivantes, indiquer celle(s) qui est (sont) exacte(s) Dans un modèle pharmacocinétique linéaire, la demi-vie d'élimination plasmatique d'un médicament est:",Le temps au cours duquel la concentration plasmatique diminue de moitié,Dépendante de la dose administrée,Inversement proportionnelle à la constante de vitesse d'élimination (Ke),D'autant plus grande que le volume de distribution plasmatique du médicament est grand,Toujours proportionnelle au taux de fixation aux protéines circulantes,"A, C, D",pharmacie
"En cas d'antécédent d'ulcère gastrique, quel(s) antalgique(s) peut-on utiliser ?",Ibuprofène,Dextropropoxyphène,Paracétamol,Diflunisasal,Buprénorphine,"B, C, E",pharmacie
Parmi les propositions suivantes concernant les diurétiques thiazidiques la (les) quelle(s) est (sont) exacte(s) ?,Ils sont des salidiurétiques modérés,Ils inhibent la réabsorption tubulaire du sodium,Ils sont faiblement absorbés par voie orale,Ils sont hypo-uricémiants,Ils sont hypokaliémiants,"A, B, E",pharmacie
"Parmi ces propositions, laquelle (lesquelles) est (sont) exacte(s) ? La trinitrine :",A une demie-vie d'élimination très brève,Présente un effet de premier passage hépatique intense,Est administrable par voie percutanée,Est vasoconstrictrice,Peut engendrer des céphalées,"A, B, C, E",pharmacie
"Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s) ? L'effet du premier passage hépatique :",A pour conséquence la perte de produit initial,Est un mécanisme saturable,Est toujours défavorable à l'activité pharmacologique d'un médicament,Influence la biodisponibilité,Intéresse tous les médicaments,"A, B, D",pharmacie
Cocher le ou les antibiotique(s) dont l'utilisation est autorisée en fin de grossesse :,Ampicilline,Cotrimoxazole,Tétracyclines,Erythromycine,Péfloxacine,"A, D",pharmacie
Laquelle (lesquelles) des propositions ci-dessous peut (peuvent) être associée(s) à l'amibiase infestation ? L'hôte :,Héberge des formes végétatives d'Entamoeba histolytica histolytica,Héberge des formes végétatives d'Entamoeba histolytica minuta,Elimine des kystes d'Entamoeba histolytica,N'est pas contagieux,Ne présente pas de symptômes,"B, C, E",pharmacie
Cocher les réponses exactes. En chromatographie liquide :,L'utilisation de silice greffée en phase inverse nécessite une élution par des solvants polaires,La détection par spectrométrie de masse est réalisable,Les molécules thermolabiles ne peuvent pas être séparées,"Le gel de silice, base de fabrication des colonnes, possède un caractère polaire",Les molécules possédant une masse molaire supérieure à 500 Da sont inséparables,"A, B, D",pharmacie
"Parmi les antibiotiques suivants, lequel (lesquels) est (sont) actif(s) par inhibition de la synthèse de la paroi bactérienne ?",Pénicilline G,Céphalosporines,Vancomycine,Tétracyclines,Tobramycine,"A, B, C",pharmacie
"Parmi les propositions suivantes, laquelle (lesquelles) est (sont) exacte(s) ? Les effets bénéfiques de la trinitrine, hors de la crise angineuse sont dus à :",Une vasodilatation veineuse,Un effet analgésique puissant,Un effet chronotrope négatif,une vasodilatation coronaire,un effet inotrope négatif,"A, D",pharmacie
"Parmi les examens biologiques suivants, indiquer celui (ceux) qui est (sont) normal (normaux) dans l'hémophilie A majeure :",Le temps de saignement,Le taux du complexe prothrombique,Le Temps de Céphaline Activée,Le taux du Facteur IX,Le temps de thrombine,"A, B, D, E",pharmacie
"L'éthanol est dans une première étape, métabolisé en acétaldéhyde. Plusieurs systèmes enzymatiques interviennent dans cette biotransformation. Parmi les affirmations suivantes, laquelle (lesquelles) est (sont) exacte(s) ?",Les systèmes à alcool déshydrogénase sont NADP dépendants,Le système microsomal oxydatif de l'éthanol (MEOS) est auto-inductible par l'éthanol,Les alcool déshydrogénases sont inhibées par le pyrazole et les composés pyrazolés,Les alcool déshydrogénases sont des métalloenzymes contenant 4 atomes de cobalt,Les systèmes à alcool déshydrogénases sont spécifiques de l'éthanol,"B, C",pharmacie
"Au cours d'une cholestase, on observe généralement une augmentation dans le sang :",De la gammaglutamyl transférase,Des 5'nucléotidases,Des phosphates acides,De la bilirubine conjuguée,Du cholestérol,"A, B, D, E",pharmacie
"Parmi les situations infectieuses suivantes, quelles sont celles dans lesquelles Streptococcus pneumoniae est généralement impliqué ?",Infections urinaires,Infections méningées,Infections respiratoires,Infections sexuellement transmissibles,Syndrome dysentérique,"B, C",pharmacie
Parmi les caractères structuraux suivants quels sont ceux du virus Herpès simplex ?,Capside à symétrie hélicoïdale,Capside à symétrie cubique,Absence d'enveloppe,Présence de spicules d'hémagglutinine,Acide nucléique de type ADN,"B, E",pharmacie
"Concernant l'hypersensibilité retardée (type IV), il est exact que :",Elle fait intervenir des anticorps,Elle peut être induite par injection de protéines mélangées à l'adjuvant complet de Freund,Elle peut être la conséquence d'une exposition à un antigène par voie cutanée,Elle peut être transmise à un sujet neuf par injection de sérum d'un sujet sensibilisé,Elle comporte la synthèse de médiateurs par les lymphocytes T activés (lymphokines),"B, C, E",pharmacie
