question,answer_A,answer_B,answer_C,answer_D,answer_E,correct_answers,subject_name
Which of the following can be associated with amoebiasis infestation? The host:,Hosts vegetative forms of Entamoeba histolytica histolytica,Hosts vegetative forms of Entamoeba histolytica minuta,Eliminates Entamoeba histolytica cysts,Is not contagious,Does not show symptoms,"B, C, E",pharmacy
Check the correct answers. In liquid chromatography:,The use of reversed phase grafted silica requires elution with polar solvents,Mass spectrometry detection is feasible,Heat-labile molecules cannot be separated,"Silica gel, the basis for manufacturing the columns, has a polar character.",Molecules with a molar mass greater than 500 Da are inseparable,"A, B, D",pharmacy
Which of the following antibiotics is/are active by inhibition of bacterial wall synthesis?,Penicillin G,Cephalosporins,Vancomycin,Tetracyclines,Tobramycine,"A, B, C",pharmacy
"Which of the following is/are correct? The beneficial effects of trinitrin, outside of angina, are due to:",Venous vasodilation,A powerful analgesic effect,A negative chronotropic effect,coronary vasodilation,a negative inotropic effect,"A, D",pharmacy
"Among the following laboratory tests, indicate which one (those) is (are) normal in hemophilia A major:",Bleeding time,The rate of the prothrombin complex,Activated Cephalin Time,Factor IX level,Thrombin time,"A, B, D, E",pharmacy
"Ethanol is in a first stage, metabolized into acetaldehyde. Several enzymatic systems are involved in this biotransformation. Which of the following statements is/are correct?",Alcohol dehydrogenase systems are NADP dependent,The microsomal ethanol oxidative system (MEOS) is self-inducible by ethanol,Alcohol dehydrogenases are inhibited by pyrazole and pyrazole compounds,Alcohol dehydrogenases are metalloenzymes containing 4 cobalt atoms,Alcohol dehydrogenase systems are specific for ethanol,"B, C",pharmacy
"During cholestasis, there is usually an increase in the blood:",Gammaglutamyl transfer,5'nucleotidases,Acidic phosphates,Conjugated bilirubin,Cholesterol,"A, B, D, E",pharmacy
Which of the following infectious situations is typically involved in Streptococcus pneumoniae?,Urinary infections,Meningeal infections,Respiratory infections,Sexually transmitted infections,Dysenteric syndrome,"B, C",pharmacy
Which of the following structural characters are those of the Herpes simplex virus?,Helically symmetric capsid,Cubically symmetric capsid,No envelope,Presence of hemagglutinin spicules,DNA-like nucleic acid,"B, E",pharmacy
"Regarding delayed hypersensitivity (type IV), it is correct that:",It involves antibodies,It can be induced by injection of proteins mixed with complete Freund's adjuvant.,It can be the consequence of exposure to an antigen through the skin.,It can be transmitted to a new subject by injection of serum from a sensitized subject.,It involves the synthesis of mediators by activated T lymphocytes (lymphokines),"B, C, E",pharmacy
Which of the following antibiotics exhibits good intracellular diffusion?,Penicillins,Aminoglycosides,Tetracyclines,Fluoroquinolones,Rifampicin,"C, D, E",pharmacy
Which of the following statements regarding chronic lymphocytic leukemia is (are) correct?,It is often accompanied by lymphadenopathy,"During its evolution, there is often an increase in polynuclear basophils",It can be complicated by autoimmune manifestations,Transformation into acute leukemia is common,Lymphocytes often carry CD5,"A, C, E",pharmacy
Which of the following statements is(are) correct? Sulphonylureas:,Can be favorably associated with each other,Are strongly bound to plasma proteins,Are prescribed as first-line treatment for non-insulin-dependent diabetics who are not overweight,Are contraindicated in pregnant women,The main side effect is hypoglycemia.,"B, C, D, E",pharmacy
Which of the following is/are correct? ACE inhibitors exert beneficial effects in heart failure because:,They have a direct positive inotropic effect,They exert vasodilator effects,They stimulate cardiac ß-adrenergic receptors,They reduce circulating aldosterone levels,They increase calcium penetration into the cardiac myocyte,"B, D",pharmacy
Which of the following cells support “immunological memory”?,Antigen-presenting cells,Les lymphocytes T CD4+,CD8+ T lymphocytes,B lymphocytes,Mast cells,"B, C, D",pharmacy
Which of the following statements regarding Staphylococcus aureus food poisoning is correct?,It is due to enterotoxin-producing strains,Incubation is usually 48 hours,Diagnosis is made by looking for staphylococcus in the patient's stools.,It is always accompanied by fever,It is usually accompanied by nausea and/or vomiting.,"A, E",pharmacy
"Among the following statements, indicate which one(s) are correct. The following tumor “markers” are present on all mature B cells:",Class I histocompatibility molecules,Class II histocompatibility molecules,Receptors for complement,Receptors for IL2,Surface immunoglobulins,"A, B, C, E",pharmacy
The assessment of a dosage method involves several tests. Indicate which one(s) is(are) to be carried out:,Repeatability,Detection limit,Reproducibility,Linearity limits,Sensitivity,"A, C",pharmacy
Which of the following statements regarding benzene is (are) correct:,Benzene is a component of automotive fuels,Benzene diffuses into the total body water,Cigarette smoke contains benzene,Benzene is flammable,Repeated administration of benzene inhibits cytochrome P450,"A, C, D",pharmacy
"Among the following statements regarding atrial natriuretic factor, indicate which one(s) is(are) correct. It is a substance:",Which promotes renal elimination of sodium,The inner ear which participates in equilibration,Which is secreted by the kidney in response to the concentration of sodium in the juxtaglomerular apparatus,Which is secreted by the heart,Which acts on the heart by causing the atrium to stretch,"A, D",pharmacy
"Among the following statements, indicate which one(s) is (are) correct. Ketogenesis:",Is carried out mainly in the hepatocyte,Is associated with glycogen synthesis,Comes from excess mitochondrial acetyl coenzyme A,Gives rise to the formation of beta-hydroxybutrate,May be the cause of acetone excretion in urine,"A, C, D, E",pharmacy
"Among the following statements, indicate which one(s) is (are) correct. Insulin:",Causes inhibition of hepatic gluconeogenesis,Causes increased glucose transport across the plasma membrane of muscle cells,Causes inhibition of hepatic glycogenogenesis,Causes inhibition of lipolysis (triacylglycerol hydrolysis) in the adipocyte,Can be administered IV during a ketoacidotic coma,"A, B, D, E",pharmacy
"The phenomena sought, for quantitative purposes, in the flame of the flame photometer are:",Atomization,Ionization,The excitation of atoms,Excitation of ions,Photon absorption,"A, C",pharmacy
"Which of the following is/are correct? In chronic myelogenous leukemia in the myelocytic phase, we usually observe:",Splenomegaly,A low leukocyte alkaline phosphatase score,Blood leukocytosis greater than 100G/L,A bone marrow population exclusively composed of myeloblasts,A chromosomal abnormality involving chromosome 22,"A, B, C, E",pharmacy
"Among the following statements, indicate which one(s) is (are) correct. NADPH,H+:",Is produced during the oxidation of glucose-6-phosphate,Is produced during the synthesis of fatty acids,Involved in cholesterol biosynthesis,"Has a maximum UV absorption identical to that of NADH,H+",Is a donor of electrons and protons in oxidation reactions catalyzed by cytochrome P450,"A, C, D, E",pharmacy
Which of the following is/are correct? Pancytopenia may be observed in cases of:,Biermer's disease,Minkowski-Chauffard disease,Acute leukemia,Mononucleosis syndrome,Kahler's disease,"A, C",pharmacy
Which of the following statements regarding ionizing radiation is(are) correct?,Alpha particles are hydrogen nuclei,Alpha particles travel a few meters in the air,Beta electrons are mono-energetic particles,X-ray photons are born at the level of the electronic procession,Gamma photons come from the nucleus of the atom,"D, E",pharmacy
"Among the following statements, indicate the correct statement(s). During a preoperative assessment, an increase in bleeding time could be linked to?",Taking antivitamin K,Afibrinogenemia,Rheumatoid purpura,Willebrand disease,A treatment based on acetylsalicylic acid,"B, D, E",pharmacy
"Among the following statements, indicate the correct statement(s). The precision of a method:",Can be expressed as a percentage,Is independent of analyte concentration,Varies with operator,Varies with the equipment used,Is determined statistically,"A, C, D, E",pharmacy
Which of the following statements regarding hepatitis C is/are correct?,Clinical signs may be nonexistent,Substance abuse is a risk factor,There is a possibility of transition to chronicity,Extra-hepatic manifestations can be numerous,The detection of anti-HBs antibodies helps ensure the diagnosis,"A, B, C, D",pharmacy
Which of the following statements is correct? Vitamin K antagonists (AVK) are strictly contraindicated with:,Le miconazole (DAKTARIN®),Beta blockers,Salicylates in high doses,Tetracyclines,Sulphonylureas,"A, C",pharmacy
Which of the following techniques relates to the sterilization of medicines?,Autoclaving,La cryodessication,Nebulization,L'irradiation par rayon X,Filtration,"A, E",pharmacy
The search for hepatocellular insufficiency is carried out by:,Serum albumin measurement,Determination of the level of the prothrombin complex,Determination of aspartate aminotransferase activity,Hematocrit measurement,Determination of alkaline phosphatase activity,"A, B",pharmacy
What are the fecal contamination test germs looked for in a bacteriological control of supply water?,Yeasts,Fecal coliforms,Fecal streptococci,Clostridium sulfitoréducteurs,Staphylococcus aureus,"B, C, D",pharmacy
Which of the following properties of carbon monoxide is (are) true:,it is an odorless gas,it is very soluble in water,it is adsorbable on activated carbon,it is capable of absorbing Infra-Red radiation,It is a reducing gas,"A, D, E",pharmacy
